CNPJ Industria;Razao Social;Nome Fantasia;Codigo Interno;Nome do representante;Telefone do representante;E-mail do representante;WhatsApp do representante;Segmento;Faturamento
61192571008578;JOHNSON   JOHNSON (EBD);JOHNSON(EBD);111163;;11;;;; 19,06 
10939060000128;BERCON PRODUTOS ALIM LTDA;BERCON PRODUTOS ALIM LTDA;125989;;(11)29353644;;;; 16,99 
375180000196;T M VASCONCELOS LTDA ME;T M VASCONCELOS LTDA ME;101974;;(81)32246827;;;; 16,08 
5513384000240;NETUNO INTERNACIONAL S.A.;NETUNO;103896;;0;;;; 15,68 
51935172000198;DISTRIBUIDORA BOA VIAGEM LTDA;DISTRIBUIDORA BOA VIAGEM;115;;(81) 994046611;;;; 14,13 
59526258000179;COLOR + COMERCIO E SERVICOS LTDA;COLOR +;155;;(81) 999999999;;;; 14,13 
67263680000107;SUPRIMENTO ENTERPRISER LTDA;SUPRIMENTO ENTERPRISER;311;;(81) 99999999;;;; 14,13 
18217682000235;KGMLAN DISTRIBUIDORA LTDA  ME;K G M  LAN;121630;;(81) 30119310;;;; 9,63 
92038108000272;BRINOX METALURGICA SA;BRINOX METALURGICA SA;110140;;(81)34761834;;;; 8,85 
11132616000132;MERCATO IND.DE ALIMENTOS LTDA;MERCATO IMP.EXPORTACAO;116238;;(81)32241284;;;; 7,75 
40987756000190;EUDES JOAQUIM DOS SANTOS EIREL;EUDES JOAQUIM DOS SANTOS EIREL;121282;;0;;;; 5,07 
13171547000100;MR LATICINIOS LTDA;MR LATICINIOS LTDA;110981;;(81)36314069;;;; 4,48 
395333000167;COBEPAL COM BEBIDAS PALMARES L;COBEPAL COM DE BEBIDAS;104582;;0;;;; 3,15 
3648522000192;PESCAVES RECIFE LTDA;PESCAVES RECIFE LTDA;110973;;0;;;; 2,05 
10378644000171;IND.ESPUMA GUARARAPES LTDA;IND.ESPUMA GUARARAPES LTDA;111775;;0;;;; 0,05 
